Nummer,Straße,Anteil Arbeitslose,Anteil Transferbezieher,Anteil Transferbeizieher unter 15,Gesamtindex,Latitude,Longitude
7010102,Nollendorfplatz,7.78,20.24,44.00,mittel,52.4995972,13.3537297
7010103,Barbarossaplatz,5.76,9.38,18.33,mittel,52.4920953,13.349199950324744
7010104,Dennewitzplatz,8.47,22.53,43.32,niedrig,52.49618905,13.366174929565462
7020201,Bayerischer Platz,5.17,8.66,16.71,mittel,52.4885755,13.3405436
7020202,Volkspark (Rudolf-Wilde-Park),6.97,13.12,29.45,mittel,0,0
7020203,Kaiser-Wilhelm-Platz,6.43,14.28,27.29,mittel,52.486629199999996,13.357163698180905
7020204,Schöneberger Insel,5.83,10.76,19.92,mittel,52.485909,13.3611805
7030301,Friedenau,3.50,5.19,8.16,mittel,52.472075,13.3296424
7030302,Ceciliengärten,4.13,6.30,10.92,mittel,52.47420665,13.341860455373258
7030303,Grazer Platz,7.20,14.05,30.13,mittel,52.467315799999994,13.34681556130397
7040401,Neu-Tempelhof,6.22,11.54,21.96,mittel,52.476357,13.3813229
7040402,Lindenhofsiedlung,6.94,14.17,30.47,mittel,0,0
7040403,Manteuffelstraße,6.96,14.06,34.74,mittel,52.4615371,13.3769024
7040404,Marienhöhe,7.43,13.47,34.46,mittel,52.4519197,13.3661522
7040405,Rathaus Tempelhof,7.96,15.96,39.11,mittel,52.46262245,13.386260460798024
7040406,Germaniagarten,12.00,29.00,71.02,sehr niedrig,52.4627272,13.4146758
7050501,Rathausstraße,7.44,15.60,37.28,mittel,52.5185022,13.4074275
7050502,Fritz-Werner-Straße,8.04,13.55,32.37,mittel,52.4283231,13.3816013
7050503,Eisenacher Straße,7.20,11.95,30.95,mittel,52.4895529,13.3501694
7050504,Imbrosweg,7.49,13.44,27.74,mittel,52.4434428,13.3988189
7050505,Hundsteinweg,5.03,9.39,27.38,mittel,52.4341297,13.3911421
7050506,Birnhornweg,3.71,4.12,12.11,hoch,52.4230714,13.3890164
7060601,Marienfelder Allee Nordwest,8.81,20.17,47.03,mittel,0,0
7060602,Kirchstraße,3.47,5.30,12.44,mittel,52.4179438,13.3712216
7060603,Marienfelde Nordost,6.90,14.04,37.52,mittel,0,0
7060604,Marienfelde Süd,8.45,17.21,42.19,mittel,0,0
7070701,Kettinger Straße/Schillerstraße,4.22,6.75,17.82,mittel,0,0
7070702,Alt-Lichtenrade/Töpchiner Weg,4.12,7.76,17.20,mittel,52.3988967,13.4100527
7070703,John-Locke-Straße,8.67,14.84,36.90,mittel,52.3925978,13.4006694
7070704,Nahariyastraße,10.77,26.02,58.51,sehr niedrig,52.3893513,13.4203558
7070705,Franziusweg/Rohrbachstraße,3.26,4.22,8.78,hoch,0,0
7070706,Horstwalder Straße/Paplitzer Straße,3.92,7.66,17.80,mittel,0,0
7070707,Wittelsbacherstraße,2.73,3.75,11.75,hoch,52.4943391,13.3151466
8010115,Hasenheide,5.41,10.64,26.36,mittel,52.4864404,13.423836
8010116,Wissmannstraße,10.56,25.14,49.26,niedrig,52.485953,13.4231575
8010117,Schillerpromenade,9.26,21.12,47.51,niedrig,52.4780914,13.4219833
8010118,Silbersteinstraße,11.67,29.60,68.23,sehr niedrig,52.465996,13.428241
8010211,Flughafenstraße,8.96,23.27,58.16,niedrig,52.4804778,13.4225751
8010212,Rollberg,11.21,34.23,65.54,sehr niedrig,52.5982817,13.3996407
8010213,Körnerpark,9.29,24.87,59.85,niedrig,52.4713168,13.437911639101404
8010214,Glasower Straße,11.55,28.39,60.99,sehr niedrig,52.4642163,13.4350473
8010301,Reuterkiez,7.63,17.24,37.88,mittel,52.4891599,13.431454
8010302,Bouchéstraße,9.59,21.14,51.48,niedrig,52.4927682,13.4525052
8010303,Donaustraße,9.54,25.67,60.91,niedrig,52.485086,13.4302349
8010404,Rixdorf,9.41,22.58,50.35,niedrig,52.4740949,13.4456092
8010405,Hertzbergplatz,8.98,19.81,46.71,mittel,52.4776072,13.44950035075888
8010406,Treptower Straße Nord,12.68,32.56,69.81,sehr niedrig,0,0
8010407,Gewerbegebiet Ederstraße,9.80,13.89,43.06,mittel,0,0
8010508,Weiße Siedlung,13.88,42.00,73.20,sehr niedrig,52.4731845,13.4658989
8010509,Schulenburgpark,15.90,43.85,77.08,sehr niedrig,52.4676223,13.470647104252963
8010510,Gewerbegebiet Köllnische Heide,8.70,23.51,52.05,niedrig,0,0
8020619,Buschkrugallee Nord,11.37,25.84,52.95,sehr niedrig,0,0
8020620,Tempelhofer Weg,9.52,22.55,56.45,niedrig,52.4605204,13.4181162
8020621,Mohriner Allee Nord,1.80,2.24,6.02,hoch,0,0
8020622,Parchimer Allee,6.83,14.60,33.16,mittel,52.4447743,13.4495999
8020623,Ortolanweg,8.03,15.98,51.52,mittel,52.4391495,13.4700678
8020624,Britzer Garten,5.19,8.46,13.94,mittel,52.43335765,13.41687681927067
8020625,Handwerker-Siedlung,6.83,10.04,19.61,mittel,0,0
8020726,Buckow West,4.65,7.39,19.87,mittel,0,0
8020727,Buckow Mitte,5.76,11.67,30.84,mittel,0,0
8020728,Buckow Ost,8.60,19.27,49.14,mittel,0,0
8030829,Gropiusstadt Nord,9.85,25.37,60.13,sehr niedrig,0,0
8030830,Gropiusstadt Süd,8.99,17.37,54.75,niedrig,0,0
8030831,Gropiusstadt Ost,10.05,23.60,53.18,niedrig,0,0
8040932,Goldhähnchenweg,6.02,15.70,42.44,mittel,52.4423118,13.4588088
8040933,Vogelviertel Süd,4.66,8.16,22.53,mittel,0,0
8040934,Vogelviertel Nord,5.97,11.57,26.81,mittel,0,0
8041035,Blumenviertel,3.77,5.08,14.14,mittel,52.534166,13.4581585
8041036,Zittauer Straße,2.92,3.78,10.24,hoch,52.4185399,13.4759717
8041037,Alt-Rudow,4.91,10.55,30.79,mittel,52.416704,13.4968395
8041038,Waßmannsdorfer Chaussee,3.55,4.69,10.94,mittel,52.4006004,13.4883016
8041039,Frauenviertel,3.32,10.32,22.33,mittel,52.402485049999996,13.506511499205477
8041040,Waltersdorfer Chaussee Ost,4.32,9.00,21.99,mittel,0,0
9010101,Elsenstraße,6.89,11.28,20.47,mittel,52.4915992,13.4575283
9010201,Am Treptower Park Süd,4.38,6.37,11.17,mittel,0,0
9010202,Köpenicker Landstraße,7.19,10.42,31.03,mittel,52.4779313,13.4783934
9010301,Baumschulenstraße,5.88,9.06,24.63,mittel,52.4694709,13.4917673
9010302,Späthsfelde,2.49,2.72,7.56,hoch,52.4572678,13.4682365
9010401,Johannisthal West,5.19,6.84,20.84,mittel,0,0
9010402,Johannisthal Ost,4.63,7.77,14.89,mittel,0,0
9020501,Oberschöneweide West,10.08,19.63,43.27,niedrig,0,0
9020502,Oberschöneweide Ost,7.96,14.38,31.43,mittel,0,0
9020601,Schnellerstraße,6.75,13.16,33.30,mittel,52.4547028,13.5157847
9020602,Oberspree,5.38,8.34,20.20,mittel,52.4524146,13.538075
9020701,Adlershof West,1.87,2.22,9.09,hoch,0,0
9020702,Adlershof Ost,6.32,9.19,21.18,mittel,0,0
9020801,Spindlersfeld,4.84,8.55,15.48,mittel,52.4468976,13.5615738
9020802,Köllnische Vorstadt,8.07,18.19,43.47,mittel,52.44012455,13.565596552401203
9030901,Dorf Altglienicke,2.60,3.60,7.36,hoch,0,0
9030902,Wohngebiet II,10.14,23.86,53.75,sehr niedrig,52.523481149999995,13.510422287489602
9030903,Kölner Viertel,4.85,9.28,17.99,mittel,52.403750349999996,13.547006644266705
9031001,Bohnsdorf,3.58,4.80,11.66,mittel,52.4022426,13.5706649
9031101,Grünau,4.00,4.92,10.68,mittel,52.4154272,13.5805633
9031201,Karolinenhof,2.05,1.28,0.00,hoch,52.3918603,13.6350687
9031202,Schmöckwitz/Rauchfangswerder,2.48,3.35,8.20,hoch,52.3689744,13.651025653285325
9041301,Kietzer Feld/Nachtheide,5.24,6.83,17.57,mittel,0,0
9041302,Wendenschloß,2.85,2.10,5.53,hoch,52.42142405,13.590258138677132
9041401,Allende I,4.83,6.49,19.19,mittel,52.44418545,13.590632196611466
9041402,Allende II,3.51,4.98,8.78,mittel,52.439869200000004,13.602295584784876
9041501,Altstadt Kietz,7.54,14.43,30.18,mittel,0,0
9041601,Müggelheim,2.25,2.11,2.98,hoch,52.4121651,13.6619543
9051701,Hirschgarten,5.68,6.25,13.46,mittel,52.4579033,13.6031386
9051702,Bölschestraße,3.67,3.84,7.01,mittel,52.4474315,13.6244324
9051801,Rahnsdorf/Hessenwinkel,3.45,2.76,4.81,hoch,52.4388819,13.718100538301812
9051901,Dammvorstadt,5.36,6.93,14.13,mittel,52.4549323,13.5766447
9052001,Köpenick Nord,4.25,5.07,10.96,mittel,52.4657155,13.5748928
10010101,Marzahn West,8.45,24.67,49.47,niedrig,52.5677802,13.547588315328309
10010102,Havemannstraße,10.16,25.56,54.13,niedrig,52.5701262,13.5665478
10010204,Wuhletalstraße,8.84,22.42,46.42,mittel,52.5598872,13.5658824
10010205,Marzahn Ost,8.97,20.03,46.41,mittel,52.5492117,13.57705835056338
10010206,Ringkolonnaden,7.94,16.90,43.98,mittel,0,0
10010207,Marzahner Promenade,8.10,18.26,46.05,mittel,52.5456497,13.5527757
10010308,Marzahner Chaussee,5.40,6.96,14.48,mittel,52.5136419,13.5244863
10010309,Springpfuhl,6.92,14.33,38.06,mittel,52.52704,13.5365518
