Nummer,Straße,Anteil Arbeitslose,Anteil Transferbezieher,Anteil Transferbezieher unter 15,Gesamtindex,Latitude,Longitude
11200514,Landsberger Allee,6.62555,13.32374,34.40387,mittel,52.5381421,13.5309193
11200515,Weiße Taube,1.02828,2.59394,5.16667,hoch,52.4979413,13.4296989
11300616,Hohenschönhausener Straße,7.47792,16.06141,48.93899,niedrig,0,0
11300617,Fennpfuhlpark,6.56814,10.9972,33.84615,mittel,52.5298746,13.476288089136592
11300618,Storkower Bogen,4.02253,8.7261,26.45631,mittel,52.5251835,13.466233634558652
11300619,Rudolf-Seiffert-Park,4.29608,8.06222,22.83465,mittel,0,0
11300620,Fennpfuhl Ost,6.41367,12.15161,30.34663,mittel,0,0
11300721,Herzbergstraße,3.54762,9.34828,24.05567,mittel,52.5263627,13.5000375
11300722,Rathaus Lichtenberg,3.52638,7.59519,14.21131,mittel,52.5157847,13.479839983418964
11300723,Bornitzstraße,5.13595,7.37671,12.64045,mittel,52.5201481,13.4924979
11300724,Roedeliusplatz,5.11889,10.3284,26.24113,mittel,52.5152303,13.4904754
11300725,Nibelungenviertel,4.06425,9.28128,18.39001,mittel,52.6780323,13.6088318
11300826,Frankfurter Allee Süd,5.3996,12.26396,33.35938,mittel,52.5101663,13.480687813764971
11400927,Victoriastadt,3.20168,6.30631,10.18767,mittel,52.50465525,13.478071711081604
11400928,Nöldnerplatz,3.16027,6.44341,12.63736,mittel,52.5038434,13.4853253
11400929,Weitlingkiez,5.09544,10.08628,21.90476,mittel,52.504933449999996,13.499634388716153
11400930,Zachertstraße,2.7512,5.04875,7.32265,mittel,52.5054353,13.5131946
11400931,Massower Straße,6.28042,11.91603,30.13699,mittel,52.5066463,13.515431
11401032,Rosenfelder Ring,7.30055,12.46566,41.06195,mittel,52.5119957,13.510029201212326
11401033,Gensinger Straße,6.14256,13.78034,30.39301,mittel,52.5114221,13.5355485
11401034,Tierpark,6.59774,13.14554,39.8533,mittel,52.4977241,13.5229595
11401135,Dolgenseestraße,7.04593,13.51218,40.36496,mittel,52.4954539,13.5066578
11401136,Volkradstraße,4.18228,7.05089,22.93729,mittel,52.500538,13.5086836
11401137,Erieseering,6.47182,14.01011,38.08725,mittel,52.4946985,13.5196007
11501238,Rummelsburg,3.078,6.55042,10.10638,mittel,52.5013696,13.4835143
11501339,Karlshorst West,1.94083,4.70713,8.99594,mittel,0,0
11501340,Karlshorst Nord,2.16145,3.39286,4.62593,hoch,0,0
11501341,Karlshorst Süd,1.80236,2.33039,2.58328,hoch,0,0
12100101,Letteplatz,8.08615,20.18207,46.50888,niedrig,52.563707050000005,13.371292818961704
12100102,Hausotterplatz,8.21011,20.79912,49.53887,niedrig,52.56936585,13.375432531964808
12100103,Breitkopfbecken,7.42847,18.54064,44.19643,niedrig,52.5728402,13.362720224847891
12100204,Schäfersee,7.01188,17.61191,46.14719,mittel,52.566662949999994,13.360696037439125
12100205,Teichstraße,6.95109,16.66074,39.70276,mittel,52.5740868,13.3476794
12100206,Humboldtstraße,5.3646,11.24222,28.02198,mittel,52.5705371,13.3345325
12200307,Reinickes Hof,8.17708,15.21976,37.35294,mittel,52.5774273,13.3310294
12200308,Meller Bogen,6.7359,13.3051,37.32719,mittel,52.5727984,13.3191576
12200309,Scharnweberstraße,9.313,21.49779,53.96008,sehr niedrig,52.5668172,13.3126219
12200310,Klixstraße,10.22198,26.52963,59.7493,sehr niedrig,52.5711547,13.3103669
12200411,Schumacher-Quartier,6.73401,15.01272,37.03704,mittel,52.54363705,13.363476579293785
12200412,Waldidyll/Flughafensee,2.58277,7.17545,17.89601,mittel,0,0
12200413,Tegel Süd,8.08061,19.57731,42.69265,niedrig,52.5764903,13.284447670067077
12200414,TXL,3.61842,9.73389,30.63584,mittel,52.55454085,13.290648579051204
12200515,Alt-Tegel,3.21597,6.84369,18.36735,mittel,52.5894565,13.2837514
12400616,Konradshöhe/Tegelort,1.2787,2.42888,5.55556,hoch,52.5709893,13.2315355
12400617,Alt-Heiligensee,1.14439,2.25586,2.05628,hoch,52.6066794,13.2105437
12400618,Heiligensee Nord,1.0994,3.42721,6.09137,hoch,0,0
12400619,Heiligensee,1.24945,3.36352,6.58436,hoch,52.6122549,13.2295789
12400720,Frohnau West,0.97893,2.28585,3.73134,hoch,0,0
12400721,Frohnau Ost,1.11573,2.84041,4.74174,hoch,0,0
12400722,Hermsdorf West,1.64835,2.7881,4.14866,hoch,0,0
12400723,Hermsdorf Ost/Waldsee,1.35905,3.00567,6.44567,hoch,0,0
12500824,Ziekowstraße/Freie Scholle,3.3557,6.62183,13.20197,mittel,0,0
12500825,Borsigwalde,5.01513,10.05926,24.2228,mittel,52.5840624,13.3022741
12500926,Wittenau Mitte,6.3992,10.36525,28.28508,mittel,0,0
12500927,Wittenau Nord,3.10058,7.05626,20.68528,mittel,0,0
12500928,Waidmannslust,2.90086,5.09098,12.25352,mittel,52.6080354,13.3225327
12500929,Lübars,1.54143,2.48062,4.25532,hoch,52.6146467,13.3530197
12500930,Wittenau Süd,4.90287,10.96014,30.37866,mittel,52.5779013,13.3331269
12601031,Lübarser Straße,4.05544,7.79456,21.49837,mittel,52.6012352,13.3340499
12601032,Rollbergesiedlung,10.6202,32.53968,65.22076,sehr niedrig,52.60835185,13.334088541902368
12601133,Treuenbrietzener Straße,10.84252,28.29457,54.34873,sehr niedrig,52.6026415,13.3674867
12601134,Märkisches Zentrum,9.34148,23.14224,51.52757,sehr niedrig,52.5975836,13.354515578995304
12601235,Dannenwalder Weg,9.55309,27.41179,52.52393,sehr niedrig,52.5958816,13.3394088
12601236,Schorfheidestraße,2.69841,7.09039,19.43005,mittel,52.5727088,13.5751289
