Nummer,Straße,Anteil Arbeitslose,Anteil Transferbezieher,Anteil Transferbeizieher unter 15,Gesamtindex,Longitude,Latitude
6030608,Schweizer Viertel,3.25,2.02,2.34,hoch,13.2964923,52.4240284
6030609,Augustaplatz,5.27,5.28,13.04,mittel,13.307452030569994,52.44280725
6030610,Lichterfelde West,3.34,3.05,4.96,hoch,13.2935862,52.4433056
6040701,Wannsee,2.9,2.32,3.84,hoch,13.1589374,52.4211482
6040702,Düppel,2.73,3.26,3.65,hoch,13.233305907223176,52.4254973
6040703,Nikolassee,2.98,2.41,4.01,hoch,13.1981446,52.4262495
6040804,Krumme Lanke,2.78,1.43,2.46,hoch,13.2413921,52.4434481
6040805,Fischerhüttenstraße,3.1,3.03,5.41,hoch,13.2345095,52.4452671
6040806,Fischtal,3.24,2.68,3.59,hoch,13.2561111,52.4454817
6040807,Zehlendorf Eiche,4.24,4.12,6.15,hoch,13.2600391,52.4344102
6040808,Hüttenweg,2.45,1.88,3.15,hoch,13.2362916,52.4694251
6040809,Thielallee,1.49,1.57,1.84,hoch,13.2860029,52.4530792
6040810,Dahlem,1.81,0.83,0.63,hoch,13.2810976,52.4573805
7010101,Wittenbergplatz/Viktoria-Luise-Platz,7.19,10.57,19.37,mittel,0,0
7010102,Nollendorfplatz,9.22,19.3,43.0,mittel,13.3537297,52.4995972
7010103,Barbarossaplatz,6.1,9.65,18.46,mittel,13.349199950324744,52.4920953
7010104,Dennewitzplatz,10.7,22.88,47.73,niedrig,13.366174929565462,52.49618905
7020201,Bayerischer Platz,6.56,8.35,18.17,mittel,13.3405436,52.4885755
7020202,Volkspark (Rudolf-Wilde-Park),7.76,11.75,27.63,mittel,0,0
7020203,Kaiser-Wilhelm-Platz,8.34,14.41,29.69,mittel,13.357163698180905,52.486629199999996
7020204,Schöneberger Insel,7.81,11.9,26.67,mittel,13.3611805,52.485909
7030301,Friedenau,4.31,5.32,9.37,mittel,13.3296424,52.472075
7030302,Ceciliengärten,5.06,6.79,11.97,mittel,13.341860455373258,52.47420665
7030303,Grazer Platz,8.31,14.98,33.06,mittel,13.34681556130397,52.467315799999994
7040401,Neu-Tempelhof,7.75,11.74,24.13,mittel,13.3813229,52.476357
7040402,Lindenhofsiedlung,9.42,14.61,41.05,mittel,0,0
7040403,Manteuffelstraße,8.57,14.37,38.16,mittel,13.3760338,52.4583502
7040404,Marienhöhe,7.58,11.21,28.22,mittel,13.3661522,52.4519197
7040405,Rathaus Tempelhof,9.6,15.94,43.01,mittel,13.386260460798024,52.46262245
7040406,Germaniagarten,14.68,25.71,65.24,sehr niedrig,13.4147457,52.4627192
7050501,Rathausstraße,9.48,15.17,41.13,mittel,13.4080574,52.5188051
7050502,Fritz-Werner-Straße,10.51,13.05,35.81,mittel,13.3816013,52.4283231
7050503,Eisenacher Straße,8.54,11.88,32.72,mittel,13.3501694,52.4895529
7050504,Imbrosweg,9.14,12.92,29.23,mittel,13.3988189,52.4434428
7050505,Hundsteinweg,6.2,7.93,22.72,mittel,13.3913333,52.4338724
7050506,Birnhornweg,3.85,2.9,9.54,mittel,13.3890164,52.4230714
7060601,Marienfelder Allee Nordwest,10.24,17.66,41.05,mittel,0,0
7060602,Kirchstraße,4.62,4.62,10.29,mittel,13.3749383,52.4223607
7060603,Marienfelde Nordost,8.56,13.5,48.19,mittel,0,0
7060604,Marienfelde Süd,9.77,16.69,43.88,mittel,0,0
7070701,Kettinger Straße/Schillerstraße,5.15,5.88,17.63,mittel,0,0
7070702,Alt-Lichtenrade/Töpchiner Weg,5.3,7.34,17.06,mittel,13.4100527,52.3988967
7070703,John-Locke-Straße,9.94,15.33,42.44,mittel,13.4014624,52.3879582
7070704,Nahariyastraße,12.81,23.49,59.5,sehr niedrig,13.4201514,52.3908105
7070705,Franziusweg/Rohrbachstraße,3.86,4.08,10.21,mittel,0,0
7070706,Horstwalder Straße/Paplitzer Straße,5.31,4.97,12.84,mittel,0,0
7070707,Wittelsbacherstraße,3.0,2.94,9.85,hoch,13.3151466,52.4943391
8010115,Hasenheide,8.92,9.46,23.08,mittel,13.4221114,52.487085
8010116,Wissmannstraße,12.49,27.04,53.27,niedrig,13.4231575,52.485953
8010117,Schillerpromenade,10.99,22.38,54.68,niedrig,13.4223765,52.475498
8010118,Silbersteinstraße,11.75,30.74,69.14,sehr niedrig,13.428241,52.465996
8010211,Flughafenstraße,10.41,24.04,60.83,niedrig,13.423684,52.4806023
8010212,Rollberg,12.38,35.56,67.17,sehr niedrig,13.3996407,52.5982817
8010213,Körnerpark,11.29,25.78,65.44,niedrig,13.437911639101404,52.4713168
8010214,Glasower Straße,13.18,29.53,66.43,sehr niedrig,13.4411042,52.4648788
8010301,Reuterkiez,8.67,18.8,44.55,mittel,13.431454,52.4891599
8010302,Bouchéstraße,11.51,22.86,54.61,niedrig,13.4496839,52.4909803
8010303,Donaustraße,10.57,25.5,63.47,niedrig,13.4352375,52.482571
8010404,Rixdorf,10.83,24.02,57.47,niedrig,13.4456092,52.4740949
8010405,Hertzbergplatz,9.68,21.58,53.09,mittel,13.44950035075888,52.4776072
8010406,Treptower Straße Nord,13.78,32.8,73.73,sehr niedrig,0,0
8010407,Gewerbegebiet Ederstraße,11.62,17.6,52.86,mittel,0,0
8010508,Weiße Siedlung,15.55,41.83,72.07,sehr niedrig,13.4658989,52.4731845
8010509,Schulenburgpark,16.27,45.27,76.84,sehr niedrig,13.470647104252963,52.4676223
8010510,Gewerbegebiet Köllnische Heide,10.06,17.23,25.93,mittel,0,0
8020619,Buschkrugallee Nord,9.44,25.52,51.1,mittel,0,0
8020620,Tempelhofer Weg,10.17,22.88,59.49,niedrig,13.4183635,52.4602905
8020621,Mohriner Allee Nord,2.33,2.2,5.1,hoch,0,0
8020622,Parchimer Allee,7.79,14.58,33.88,mittel,13.4495999,52.4447743
8020623,Ortolanweg,6.69,16.06,47.15,mittel,13.469455,52.4395906
8020624,Britzer Garten,7.63,10.33,23.64,mittel,13.41687681927067,52.43335765
8020625,Handwerker-Siedlung,7.56,10.72,20.96,mittel,0,0
8020726,Buckow West,4.9,8.29,20.99,mittel,0,0
8020727,Buckow Mitte,5.98,10.48,29.53,mittel,0,0
8020728,Buckow Ost,8.67,18.84,47.56,mittel,0,0
8030829,Gropiusstadt Nord,10.53,25.81,63.77,niedrig,0,0
8030830,Gropiusstadt Süd,9.17,17.86,56.19,mittel,0,0
8030831,Gropiusstadt Ost,10.61,23.78,52.05,niedrig,0,0
8040932,Goldhähnchenweg,6.23,14.15,37.54,mittel,13.4401423,52.5852461
8040933,Vogelviertel Süd,5.13,8.88,23.46,mittel,0,0
8040934,Vogelviertel Nord,4.34,10.09,23.51,mittel,0,0
8041035,Blumenviertel,4.11,4.21,11.13,mittel,13.4581585,52.534166
8041036,Zittauer Straße,3.44,3.88,8.75,hoch,13.488118,52.4134914
8041037,Alt-Rudow,5.97,9.43,29.6,mittel,13.4968395,52.416704
8041038,Waßmannsdorfer Chaussee,3.38,4.54,11.23,hoch,13.4955443,52.4152697
8041039,Frauenviertel,5.26,13.07,29.53,mittel,13.506511499205477,52.402485049999996
8041040,Waltersdorfer Chaussee Ost,4.69,9.41,22.64,mittel,0,0
9010101,Elsenstraße,9.22,12.67,26.9,mittel,13.4606272,52.4937917
9010201,Am Treptower Park Süd,5.44,5.79,10.0,mittel,0,0
9010202,Köpenicker Landstraße,10.89,9.91,34.38,mittel,13.4910853,52.4691817
9010301,Baumschulenstraße,8.09,9.16,29.32,mittel,13.4911583,52.4689767
9010302,Späthsfelde,2.9,2.31,5.03,hoch,13.4682365,52.4572678
9010401,Johannisthal West,6.88,6.23,22.05,mittel,0,0
9010402,Johannisthal Ost,5.57,7.67,15.11,mittel,0,0
9020501,Oberschöneweide West,13.67,17.7,41.97,niedrig,0,0
9020502,Oberschöneweide Ost,9.34,13.49,30.39,mittel,0,0
9020601,Schnellerstraße,8.81,12.26,33.51,mittel,13.518954,52.4541485
9020602,Oberspree,5.82,5.97,22.03,mittel,13.538075,52.4524146
9020701,Adlershof West,6.79,4.92,0.0,mittel,0,0
9020702,Adlershof Ost,7.72,8.5,21.23,mittel,0,0
9020801,Spindlersfeld,5.66,7.81,16.67,mittel,13.5615738,52.4468976
9020802,Köllnische Vorstadt,12.12,18.96,51.32,niedrig,13.565596552401203,52.44012455
9030901,Dorf Altglienicke,3.53,3.05,7.88,hoch,0,0
9030902,Wohngebiet II,14.87,23.27,56.16,sehr niedrig,13.510422287489602,52.523481149999995
9030903,Kölner Viertel,5.93,9.29,18.58,mittel,13.547006644266705,52.403750349999996
9031001,Bohnsdorf,4.4,5.28,14.06,mittel,13.5706649,52.4022426
9031101,Grünau,4.45,3.54,8.08,mittel,13.5805633,52.4154272
9031201,Karolinenhof,2.78,1.13,0.0,hoch,13.6350687,52.3918603
9031202,Schmöckwitz/Rauchfangswerder,4.37,2.68,6.14,hoch,13.651025653285325,52.3689744
9041301,Kietzer Feld/Nachtheide,7.14,6.68,18.99,mittel,0,0
9041302,Wendenschloß,2.16,0.84,0.0,hoch,13.590258138677132,52.42142405
9041401,Allende I,5.94,6.71,17.74,mittel,13.590632196611466,52.44418545
9041402,Allende II,4.33,5.81,13.9,mittel,13.602295584784876,52.439869200000004
9041501,Altstadt Kietz,9.19,13.65,32.5,mittel,0,0
9041601,Müggelheim,3.35,2.02,3.73,hoch,13.6619543,52.4121651
9051701,Hirschgarten,4.17,4.09,8.31,hoch,13.6031386,52.4579033
9051702,Bölschestraße,4.48,3.96,7.49,mittel,13.6244324,52.4474315
9051801,Rahnsdorf/Hessenwinkel,3.92,2.37,4.28,hoch,13.718100538301812,52.4388819
9051901,Dammvorstadt,6.88,7.0,16.52,mittel,13.5766447,52.4549323
9052001,Köpenick Nord,5.96,4.56,12.18,mittel,13.5748928,52.4657155
10010101,Marzahn West,11.52,25.59,55.13,niedrig,13.547588315328309,52.5677802
10010102,Havemannstraße,12.99,28.74,62.06,sehr niedrig,13.5690333,52.5693133
10010204,Wuhletalstraße,12.02,23.16,53.87,niedrig,13.5658824,52.5598872
10010205,Marzahn Ost,12.56,21.88,51.8,niedrig,13.57705835056338,52.5492117
10010206,Ringkolonnaden,10.04,17.98,50.18,mittel,0,0
